ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_6,BILL_AMT6,PAY_5,BILL_AMT5,PAY_4,BILL_AMT4,PAY_3,PAY_2,PAY_0,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
28600,290000,2,1,1,39,-1,264,-1,264,-1,264,-1,-1,-1,264,264,264,264,264,264,264,264,264,0
28601,130000,2,3,2,40,-2,-32,-2,-32,0,-32,0,0,0,98874,99363,101618,5000,5000,3000,0,0,1000,0
28602,2.00E+05,2,2,1,41,0,56836,0,55229,-1,54531,-1,-1,0,6981,678,1287,1000,1350,54531,2200,2500,2300,0
28603,2.00E+05,2,3,0,37,-1,5716,-1,22800,-1,4000,-1,-1,1,0,35000,5000,35000,5000,4000,22800,5716,0,0
28604,110000,2,3,0,44,2,43059,2,42090,2,41476,2,2,2,38639,39694,40752,2000,2000,1700,1600,1800,1800,1
28605,30000,2,3,1,45,0,16909,0,15131,2,14340,-1,-1,2,15667,12110,14904,12110,3000,0,1000,2000,0,1
28606,30000,2,2,1,42,0,27960,0,26410,0,25768,0,0,0,22943,47912,25023,1700,1755,1500,1000,1909,1000,0
28607,1.00E+05,2,2,1,41,0,1900,-1,1900,-1,0,-1,-1,-1,621,0,368,0,368,0,1900,0,1145,0
28608,360000,2,2,1,44,-2,0,-2,0,-2,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
28609,140000,2,2,1,38,0,97070,0,95912,0,95736,2,0,0,84539,96604,90785,18000,0,10000,5000,6000,6000,0
28610,50000,2,3,1,47,0,15529,0,13460,0,11017,0,0,0,34740,9769,9899,4000,2000,2000,3000,4000,846,0
28611,70000,2,3,1,35,-1,1933,-1,1311,-1,390,-1,-1,-1,1473,1473,390,1473,390,390,1311,1933,0,0
28612,60000,2,3,2,48,0,38725,0,37988,0,38051,0,2,2,48094,43533,39252,0,1700,1700,2000,1500,1600,0
28613,360000,2,3,2,39,-2,0,-2,560,-2,-1,-2,-2,1,0,0,271,0,271,0,561,0,0,0
28614,240000,2,1,1,40,-1,4100,-1,4100,-1,4100,-1,-1,1,0,9965,4100,9965,4100,4100,4100,4100,4732,0
28615,2.00E+05,2,1,2,30,-2,23040,-2,8536,-2,6220,-2,-2,-2,896,896,670,900,674,6450,8579,23155,16072,0
28616,1.00E+05,2,3,1,35,0,85191,0,83869,0,82808,0,0,0,91518,76621,78265,3000,4000,8000,4000,3500,3600,0
28617,50000,2,2,1,41,0,12719,0,12458,0,12214,0,0,0,9172,10184,11204,1172,1192,1202,446,462,464,0
28618,1.00E+05,2,2,2,41,0,63235,0,70468,0,79747,0,0,0,98075,96813,85590,3600,3289,2632,2449,2300,2539,0
28619,270000,2,4,2,42,-2,238,-2,637,-2,2072,-2,-2,-2,14352,1843,9190,1859,9190,2072,637,238,0,0
28620,50000,2,3,1,48,0,5848,0,6373,0,8550,0,0,0,47945,35712,23177,4100,1150,1200,1000,1000,1500,0
28621,3.00E+05,2,2,1,41,-1,4121,-1,5113,-1,7412,-1,-1,-1,5511,1982,2263,1982,2267,7523,5113,4121,6532,0
28622,50000,2,2,1,40,0,33431,0,32479,0,32672,0,0,0,31934,32711,34061,2000,3000,3000,3000,2000,1000,1
28623,80000,2,3,1,41,-1,855,-1,1596,-1,834,-1,-1,0,42124,1833,2446,1835,2458,834,1600,855,0,0
28624,2.00E+05,2,1,1,31,0,72679,0,74090,2,75942,2,0,0,76621,82105,80662,6808,3300,0,2720,2700,2700,0
28625,340000,2,2,2,31,0,247178,2,304508,3,384060,4,4,5,589654,581775,572677,3000,0,0,1000,4320,287982,1
28626,310000,2,1,1,31,-2,1635,-2,0,-2,0,-2,-2,-2,0,0,24480,0,24480,0,0,1635,3008,0
28627,80000,2,2,2,31,-1,3275,-1,10287,0,13198,0,0,0,15633,17536,17495,2302,1774,1000,10287,3295,4122,0
28628,210000,2,1,2,31,-1,472,-1,-174,-1,191,-1,-1,-1,1983,422,815,422,815,191,0,646,1125,0
28629,80000,2,1,2,32,0,79829,0,78091,0,76363,0,0,0,70163,72984,74807,4000,3000,2800,3000,3000,3000,0
28630,5.00E+05,2,2,1,32,0,449026,0,440026,0,431426,0,0,0,405490,417191,429469,20000,19000,12000,9000,9000,443001,0
28631,260000,2,2,1,35,0,32150,0,21946,0,35877,-1,0,0,9286,7926,33379,2036,33393,6094,3530,12357,20060,0
28632,120000,2,2,1,41,0,5094,-1,6013,-1,4502,-1,-1,-1,919,8209,421,8209,421,5000,6013,0,7600,0
28633,1.00E+05,2,3,1,41,0,62652,0,68116,0,69786,0,0,0,70202,70978,70814,2548,2687,2997,2147,2369,2434,0
28634,60000,2,2,1,35,2,28838,2,34488,2,38884,0,0,2,49825,45436,42240,1700,2500,2600,1500,0,1500,1
28635,190000,2,1,1,36,0,817,0,6383,-1,6381,-1,-1,-1,6915,4923,-2,4923,0,6383,2,0,1809,0
28636,1.00E+05,2,3,1,35,2,97266,2,103384,2,97997,2,2,2,93983,97002,102698,5500,8200,0,8000,0,8600,1
28637,380000,2,2,1,37,2,15556,0,15949,0,14291,0,0,0,13415,14381,13277,1204,1300,1242,1900,0,3000,0
28638,350000,2,1,2,44,-1,11811,2,1807,2,1957,2,2,1,8651,8890,1772,1871,7,1807,0,11811,5628,1
28639,1.00E+05,2,3,1,39,0,0,0,70400,0,184134,0,0,0,97944,99580,92297,4296,4068,2037,1408,0,0,0
28640,1.00E+05,2,1,2,31,0,53559,0,53183,0,69324,0,0,0,100296,97239,98386,3703,4091,3403,2001,2004,2000,0
28641,150000,2,2,1,32,-1,2399,-1,3360,-1,5469,-1,-1,-1,3267,3782,316,3782,316,5469,3360,2399,4358,0
28642,150000,2,2,1,33,2,7458,2,8823,2,9058,2,2,1,5607,6565,6334,1200,0,2823,0,3530,0,1
28643,150000,2,1,1,38,-1,0,-1,508,0,85069,0,0,0,109244,96560,86565,3506,5000,5003,508,0,0,0
28644,460000,2,1,2,35,0,143697,0,228126,0,227242,-1,-1,1,-14,693,224526,707,224850,5000,4593,23584,0,0
28645,1.00E+05,2,2,2,44,2,105751,2,105598,2,107457,2,2,2,105373,107001,108350,5700,5400,3700,4000,3600,4500,1
28646,230000,2,2,2,38,0,74531,0,82564,0,80343,0,0,0,75459,76607,78868,3000,3500,3000,3500,3000,3000,0
28647,10000,2,2,1,38,0,5275,-1,5039,0,4500,2,3,1,3980,3771,3564,0,0,1000,5039,375,0,1
28648,2.00E+05,2,3,1,44,-2,390,-2,390,-2,390,-2,-2,-2,390,390,390,390,390,390,390,390,540,0
28649,140000,2,2,1,34,0,91207,0,93273,0,105786,0,0,0,141066,129173,116858,4873,4691,4000,4000,4000,4000,0
28650,370000,2,3,1,46,-2,-10,-2,4577,-2,804,-2,-2,-2,6370,2110,10086,2120,10136,808,4599,0,2150,0
28651,50000,2,3,1,49,-2,0,-2,0,-2,0,-2,0,0,36325,0,0,0,0,0,0,0,0,0
28652,160000,2,2,1,36,-1,539,-1,740,-1,666,-1,-1,-1,2447,206,805,206,886,679,740,539,0,0
28653,80000,2,3,2,43,0,50035,0,50001,0,78362,0,0,0,80707,77532,77492,3332,3051,2600,1877,1767,1797,0
28654,240000,2,1,2,33,0,45301,0,39694,0,61310,0,0,0,61180,57174,73008,23222,50192,10078,24694,28407,7458,0
28655,160000,2,3,2,33,-2,-772,2,-772,2,43228,2,2,-1,18195,755,44255,0,43500,0,0,0,3000,0
28656,50000,2,3,1,44,0,3000,0,2900,0,1900,-1,0,0,48592,38491,900,1063,900,1000,1000,100,0,1
28657,180000,2,2,2,38,0,140493,0,142612,0,149997,0,0,0,179307,183613,182709,7294,6792,5490,5156,5232,6288,0
28658,50000,2,3,1,46,-1,766,2,816,0,4359,0,0,0,58141,58544,56850,2200,3000,1218,0,1000,2934,0
28659,5.00E+05,2,1,2,32,0,202404,0,202853,0,203513,0,0,0,253767,222365,207026,10000,10000,7000,7000,6799,7000,0
28660,2.00E+05,2,1,1,34,-2,13744,-2,11564,-2,11575,-2,-2,-2,2955,5895,15146,5938,15682,11633,11622,13813,22699,0
28661,60000,2,3,2,44,0,33591,0,32113,0,31437,0,0,0,56403,57765,59198,2300,2600,1600,1200,2000,1300,0
28662,50000,2,2,2,46,0,9965,0,10147,0,49527,2,3,1,52308,51194,50101,0,0,1200,400,400,400,0
28663,50000,2,3,2,44,2,43798,2,44644,2,43658,2,2,2,40985,42115,41164,2100,0,3500,2000,0,2000,1
28664,210000,2,2,2,27,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
28665,60000,2,2,1,27,0,10787,2,12581,0,12928,0,2,1,10415,10099,11545,0,1617,2000,0,270,1000,0
28666,140000,2,1,2,28,0,968,-1,1914,-1,2880,-1,-1,-1,31,1272,1446,2000,1500,3000,1914,0,3287,1
28667,260000,2,1,1,35,-1,882,-1,360,-2,1599,-2,-2,-2,-124,-124,-124,0,0,1723,366,882,0,1
28668,3.00E+05,2,1,1,40,-2,25,-2,25,-2,5620,-2,-2,-2,1529,3717,4541,3717,4541,5620,25,0,7140,0
28669,5.00E+05,2,2,1,36,-2,3100,-2,19611,-2,24125,-2,-2,-2,-1,229,504,230,625,24246,19709,3117,62754,0
28670,140000,2,1,1,34,-1,840,-2,0,-2,0,-2,-1,-1,2574,0,0,0,0,0,0,840,1380,0
28671,290000,2,3,1,49,0,207510,0,202300,0,280512,2,2,2,301651,329277,275075,34905,0,10951,7238,8467,10188,1
28672,360000,2,1,2,27,0,64500,0,71180,0,87343,0,0,0,91282,85875,87400,3967,4213,3741,2353,2471,2327,0
28673,20000,2,2,2,27,0,12984,2,12331,0,12825,0,0,0,8879,10222,10940,1500,1188,2073,0,1000,3390,0
28674,190000,2,2,2,27,0,128442,0,124837,0,122034,0,0,0,125739,126184,127189,6000,6000,4000,5000,5000,7000,0
28675,150000,2,1,2,28,0,48311,0,43311,0,42711,0,0,0,41387,40310,42652,2000,3000,1500,1000,5000,176,0
28676,1.00E+05,2,1,2,28,0,22038,0,20378,0,19706,0,0,2,4523,7267,9967,3000,3000,10000,1000,2000,4000,1
28677,310000,2,1,2,29,0,59927,0,50803,0,41540,0,0,0,29906,14780,18261,14750,5000,24000,10000,10000,30000,0
28678,5.00E+05,2,1,2,29,0,88073,0,84609,0,80977,0,0,0,70287,73487,77282,5000,5000,5000,5000,5000,5000,0
28679,120000,2,2,2,28,-1,396,-1,396,-1,0,-1,-1,-1,792,0,792,0,792,0,396,396,396,0
28680,2.00E+05,2,2,1,28,0,59826,0,59253,0,79902,0,0,0,135841,127109,102712,4449,3555,3524,2300,2000,1800,0
28681,180000,2,1,2,30,-2,164,0,2018,0,5345,0,0,0,7808,4511,3435,1198,1099,2009,2024,164,2159,0
28682,50000,2,2,2,30,0,14959,0,19583,0,14713,0,0,0,46795,46285,43282,2169,1966,1130,5000,1000,441,1
28683,210000,2,1,2,30,0,51758,0,52108,0,52515,0,0,0,52514,52053,52558,2449,3000,2500,2000,2000,2000,0
28684,230000,2,1,2,30,2,232724,2,228022,2,224753,2,2,2,212400,216409,221419,9000,10000,8500,8500,8500,32000,1
28685,2.00E+05,2,1,2,30,-2,3812,-2,2698,-2,2193,-2,-2,-2,1028,1025,1613,1030,1621,2213,2711,3831,2213,0
28686,1.00E+05,2,2,2,31,0,101358,0,101384,0,101111,0,0,0,101458,101207,101421,3800,4000,3602,3719,3700,7800,1
28687,250000,2,2,2,31,0,26887,0,26683,0,40974,0,0,0,171006,167192,46332,5004,3330,2000,2000,2000,3000,0
28688,2.00E+05,2,2,1,31,-1,16874,-1,1580,-1,3263,-1,2,-1,3850,2025,1926,6,1931,3267,7,17894,2508,0
28689,50000,2,2,1,31,0,3484,-1,3251,-2,0,-2,0,0,4468,0,0,0,0,0,3251,274,500,0
28690,170000,2,2,1,31,0,25218,0,23475,-1,23321,2,-1,1,0,427,427,427,0,23500,840,2121,0,0
28691,70000,2,2,1,32,0,24852,0,23808,0,14654,0,0,0,57550,22049,17349,3000,2000,4000,10000,2000,1400,0
28692,260000,2,1,1,31,0,20782,0,49909,0,39189,0,0,0,50312,128072,55359,85387,33061,5039,20154,2854,29,0
28693,60000,2,3,2,32,0,29719,0,26607,0,59220,0,0,0,59143,58612,59017,2100,3000,3008,6000,4000,1000,0
28694,120000,2,2,2,31,-2,3300,-2,7501,-2,3780,-2,-2,-2,140,140,4836,140,4836,4034,7501,3300,0,1
28695,1.00E+05,2,3,2,33,0,51776,0,54664,0,60651,0,0,0,74847,70663,63794,3000,3000,2700,2000,2000,2000,0
28696,5.00E+05,2,1,2,34,0,95915,0,107136,0,142773,0,0,0,161716,143382,123316,6018,5198,46047,10039,30027,60038,0
28697,230000,2,2,1,34,-1,1496,-1,1865,-1,2528,-1,-1,2,566,2329,1894,2329,1894,2532,1865,1496,1873,0
28698,330000,2,5,1,34,0,13090,0,11383,0,121814,0,0,0,252755,272262,281220,25000,15000,7000,3000,2000,90000,0
28699,360000,2,1,1,35,-2,4857,-2,10763,-2,7173,-2,-2,-2,3925,5320,1016,5352,1022,7408,10817,5044,27696,0
28700,180000,2,2,1,44,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
28701,180000,2,3,1,35,2,18037,0,28739,0,50479,0,0,0,175200,175285,60790,7002,1807,2000,4000,0,33000,1
28702,140000,2,2,2,35,0,83160,0,81465,0,82432,0,0,0,84873,82471,84235,4000,4010,3800,3200,3100,3000,0
28703,260000,2,1,1,37,0,63230,0,60315,2,59400,2,2,1,58261,59706,60969,3000,2800,0,2500,4000,4000,0
28704,220000,2,1,1,36,-2,-2047,-2,-1184,-2,-602,-2,-2,-2,0,0,2337,0,2337,58,0,0,3500,0
28705,1.00E+05,2,3,1,42,-1,0,-1,631,-1,631,-1,-1,-1,1651,631,3611,631,3611,631,631,0,2113,0
28706,280000,2,1,1,39,-2,0,-1,0,-1,2300,-1,-1,-1,1451,9152,335,9152,335,2322,0,0,9436,0
28707,1.00E+05,2,2,2,40,-1,2118,-1,2816,-2,-28,-2,-1,-1,1573,-28,-28,0,0,0,2844,2118,0,0
28708,290000,2,3,1,46,0,169676,-1,168322,-1,766,0,0,-1,73612,44236,3253,2207,1000,766,168342,7000,5100,0
28709,360000,2,1,1,48,0,197781,0,199002,0,202197,0,0,0,202783,202036,202918,10000,10000,10000,7500,8000,8000,0
28710,290000,2,3,1,46,-1,11417,0,11000,0,11000,0,0,0,7874,9236,10326,1500,1400,1000,0,11417,500,0
28711,60000,2,2,1,39,0,29934,0,30330,0,31204,0,0,0,32734,32234,32136,1506,1881,1422,1021,1500,1056,0
28712,80000,2,1,2,44,2,57450,3,55489,2,57000,2,0,0,41630,48893,47831,8000,0,10000,0,3000,2500,1
28713,180000,2,2,1,42,0,82280,0,91966,0,111343,0,0,0,132986,126825,109319,6167,5800,5700,3600,3000,3234,0
28714,2.00E+05,2,1,2,37,-1,836,-1,0,-1,16158,-1,-1,-1,454,2015,3603,2500,3700,16200,0,836,1589,0
28715,170000,2,1,2,44,-1,482,-1,4956,-1,3957,-1,-1,-1,2500,804,2016,804,5991,3957,5444,482,626,0
28716,780000,2,2,2,41,-2,182792,-2,72628,-2,21482,-2,-2,-2,101957,61715,38686,62819,39558,22204,82097,184322,25695,0
28717,340000,2,1,3,42,0,270237,-1,265431,-1,205931,-1,-1,-1,139808,176743,34402,873552,1215471,889043,621000,20000,145000,0
28718,2.00E+05,2,5,1,39,-2,0,-2,0,-2,0,-2,-2,-2,20218,25242,3930,25267,3930,0,0,0,0,0
28719,350000,2,1,1,45,-1,291,-1,291,-1,291,-1,-1,-1,291,291,291,291,291,291,291,291,291,0
28720,360000,2,2,1,39,0,63451,0,307035,-1,301085,-2,0,0,366965,-17710,-17706,12709,1393,319494,13079,2438,2599,1
28721,130000,2,2,1,41,-1,849,-1,635,-1,1609,-1,0,-1,2538,1866,1349,1177,1349,1609,635,849,2893,0
28722,310000,2,2,1,44,0,93846,0,100656,0,106919,0,0,-1,67423,67729,113788,10000,56000,5000,4000,3300,5000,0
28723,110000,2,2,1,46,0,52019,0,50951,0,49959,0,0,0,107281,109551,48942,4560,1808,1825,1817,1882,1893,0
28724,260000,2,2,1,44,-1,5062,-1,0,-1,1698,-1,-1,1,-6,1100,2527,1106,2527,1698,0,5062,0,0
28725,290000,2,1,1,44,-2,4482,-2,7388,-2,3946,-2,-2,-2,7886,9636,10060,9636,10060,3948,7388,4482,8106,0
28726,2.00E+05,2,1,1,37,0,13235,0,22155,-1,11770,0,-1,-1,1382,23942,18143,23994,10112,11770,12155,3000,30075,0
28727,130000,2,2,1,40,0,26583,0,24873,2,24555,0,0,0,54137,28019,29927,2600,3500,498,3000,3300,3000,1
28728,60000,2,1,2,28,0,18825,-1,19213,-1,4556,0,0,0,38991,13115,2958,10008,2950,4556,19938,800,900,0
28729,20000,2,2,2,30,0,18660,0,17155,0,19355,0,0,0,21302,18842,19370,1300,1800,1106,435,1599,1000,0
28730,3.00E+05,2,2,1,31,0,9482,0,15257,-1,17597,-1,-1,0,3565,316,316,316,316,17597,2000,2690,2000,0
28731,70000,2,3,1,39,2,133413,0,136744,0,131216,0,0,0,124493,125680,129498,4800,5900,6000,9200,0,4859,0
28732,240000,2,2,1,35,-1,414,-1,264,-1,264,-1,2,-1,528,264,264,0,264,264,264,414,264,1
28733,60000,2,1,2,29,-1,2992,0,4557,-1,8127,-1,-1,-1,5557,7587,7058,7587,8028,8127,15,2992,7695,0
28734,240000,2,1,2,28,-1,176,-1,590,-1,2141,-1,-2,1,0,0,1522,0,1522,2141,590,176,1720,0
28735,2.00E+05,2,3,1,29,-1,1063,-2,0,-2,0,-2,-1,-1,161,0,0,0,0,0,0,1063,1089,0
28736,5.00E+05,2,1,2,31,0,72924,0,70198,0,62051,0,0,0,47177,55947,57052,10000,3000,6000,10000,10000,4313,0
28737,140000,2,2,3,28,0,49310,0,49783,0,100656,0,0,0,138901,140732,140661,5600,5500,2650,36000,1000,620,1
28738,210000,2,2,1,29,0,41305,0,40509,0,41704,0,0,0,42140,31938,45502,2000,20020,1672,1600,1600,2000,0
28739,240000,2,2,1,31,-1,2829,-1,749,-1,12500,-1,-1,-1,184,0,2500,0,2500,12500,749,2829,2900,0
28740,240000,2,1,2,30,-2,0,-2,0,-2,0,-2,-2,-2,0,0,2999,0,2999,0,0,0,0,0
28741,160000,2,1,2,28,0,13121,0,11825,0,10299,0,2,-2,4145,3930,5859,0,2000,5008,3007,2000,2000,0
28742,50000,2,1,2,29,0,8789,0,9759,0,16236,0,0,0,28889,21803,20990,1368,1330,1160,330,314,364,0
28743,4.00E+05,2,1,2,29,0,68674,0,70732,0,84142,0,-1,-1,16666,62545,98214,62545,53704,4142,5010,66676,66660,0
28744,440000,2,2,2,29,0,265404,0,229680,-1,400321,-1,-1,-1,23147,88848,42045,70554,45213,400972,5456,100267,7530,0
28745,150000,2,1,1,30,2,134676,0,131426,0,122013,0,0,0,114797,117393,120002,4500,4500,4000,11000,5000,3500,0
28746,1.00E+05,2,2,1,27,-1,4747,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,4747,1198,1
28747,120000,2,1,1,32,0,1549,-1,1549,-1,193,-1,-1,-1,497,0,1085,0,1085,193,1549,0,787,0
28748,50000,2,2,1,28,7,2400,7,2400,7,2400,2,2,3,2400,2400,2400,0,0,0,0,0,0,0
28749,150000,2,1,2,32,0,131543,0,123954,2,122881,2,2,2,118348,120800,123379,5900,6000,3000,4600,9800,5100,1
28750,360000,2,1,2,30,-2,0,-2,0,-2,0,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0
28751,260000,2,2,1,29,0,93193,0,105518,0,231463,0,0,0,246509,251197,243167,7012,6310,5871,3130,2966,3230,0
28752,240000,2,2,1,43,0,234610,0,230480,0,241215,0,0,0,244103,240733,236553,9102,8602,9013,8195,8202,7902,1
28753,180000,2,2,3,41,0,58557,0,66202,0,77752,0,0,0,141137,130282,109327,5481,4399,3008,2150,2147,2120,0
28754,210000,2,2,1,42,-1,5387,-1,3319,-1,2467,-1,-1,-1,2201,3571,987,3571,987,2469,3319,5387,1607,0
28755,70000,2,2,2,34,0,7864,0,11632,-1,11019,-1,-1,-1,2226,1245,-1000,1245,0,12019,1000,157,7851,0
28756,5.00E+05,2,1,2,35,0,15806,0,14384,0,11795,0,0,0,3994,11230,10925,11160,1244,1114,2703,3435,402,0
28757,5.00E+05,2,2,2,48,0,35223,0,45212,0,26498,0,0,-1,30252,47506,28171,38009,28005,22000,33000,22000,10000,0
28758,180000,2,1,2,28,0,65184,0,75046,0,63055,0,0,0,51085,48531,55352,5014,10000,10000,15057,10010,10036,0
28759,120000,2,2,1,31,0,35523,0,34360,0,34401,0,0,0,45716,44610,45428,2000,1732,2041,1000,1500,1000,0
28760,2.00E+05,2,2,1,33,0,8494,0,8967,0,16992,0,0,0,15126,14633,14918,3000,2000,5000,2000,1000,2000,0
28761,140000,2,2,1,33,0,68365,-1,66441,-2,-1037,0,0,0,89226,90212,-1037,3133,0,0,68383,3000,3096,0
28762,20000,2,3,2,34,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
28763,220000,2,1,1,39,-1,419,-1,419,-1,419,-1,-1,-1,419,419,419,419,419,419,419,419,419,0
28764,290000,2,1,1,32,-2,8262,-2,1509,-2,8164,-2,-2,-2,4340,3686,3094,3686,3112,8164,1509,8262,2032,1
28765,260000,2,2,2,37,-1,0,-1,188,-1,192,-1,-1,-1,188,188,189,188,189,192,188,0,526,0
28766,220000,2,1,2,34,0,21039,0,23728,0,27484,0,0,0,135132,136108,133534,7245,6121,1551,875,1800,300,0
28767,80000,2,3,0,40,-1,5889,-1,779,2,1375,3,2,2,1140,5395,4415,5000,0,0,885,5889,4239,0
28768,160000,2,2,1,41,0,13818,0,13833,0,13873,0,0,0,13512,13453,13420,1206,1329,1098,374,400,364,0
28769,5.00E+05,2,1,2,37,0,40737,0,61248,0,71055,0,0,0,80846,74776,73558,3032,3200,1946,1734,2000,4128,0
28770,230000,2,2,1,42,0,34928,-1,33389,-1,4749,-1,-2,-2,-138,-69,231,0,300,4749,38000,5000,3000,0
28771,120000,2,3,1,39,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
28772,360000,2,1,1,38,-2,2066,-2,1947,-2,6643,-2,-2,-2,2410,7830,4024,7954,4044,6715,1956,2076,2003,0
28773,220000,2,1,2,39,-1,-1269,-1,4040,-1,4040,-2,-1,-1,300,-200,-200,0,0,4240,0,0,0,0
28774,120000,2,1,2,32,-1,1255,-1,1594,-1,1799,0,2,-1,1192,696,1210,0,1179,1799,1594,1255,1133,0
28775,360000,2,2,2,33,0,9567,0,9743,0,12123,0,-1,-1,3231,9523,11357,9666,2000,1000,0,0,536,0
28776,120000,2,1,1,42,-1,687,-1,607,-1,1885,-1,-1,-1,344,881,1778,881,1781,1885,607,687,1203,1
28777,50000,2,1,1,32,2,31677,0,32329,0,30547,0,0,0,27447,28187,29220,1500,1491,1818,2600,0,1400,0
28778,290000,2,2,1,35,0,27774,0,110016,0,154369,0,0,0,285679,277275,199437,10050,8007,4005,2500,13000,2060,0
28779,230000,2,2,1,38,0,4616,0,4227,0,3227,0,0,-1,1129,2117,2283,1029,1056,1000,1000,389,215,0
28780,2.00E+05,2,1,1,36,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
28781,370000,2,6,1,48,0,255320,0,255491,0,257816,0,0,0,250264,252955,254111,10004,9498,10827,9002,9040,9004,0
28782,50000,1,2,2,40,0,32303,0,32474,0,39577,0,0,0,60131,49486,41463,3000,2000,2174,2000,2000,1500,0
28783,50000,2,5,1,32,-2,0,-2,0,-2,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
28784,20000,2,3,2,44,0,4077,0,15119,0,15017,0,0,0,18783,19660,14561,1230,1354,1200,302,82,83,0
28785,260000,2,1,1,36,0,79997,0,79025,0,79702,2,0,0,131971,139305,89200,10000,0,3012,3000,3000,4000,0
28786,230000,2,5,1,42,-1,930,-1,240,-1,390,-1,-1,-1,390,390,390,390,390,390,240,1080,0,0
28787,2.00E+05,2,2,1,36,-1,1430,0,696,-1,37658,-1,-1,-1,8812,15189,6205,15234,6225,38150,2,1434,2265,0
28788,340000,2,1,1,36,0,33984,2,32110,0,34917,0,0,0,29879,26968,31051,1459,4674,5032,360,6360,4116,0
28789,220000,2,5,1,32,0,7208,0,6423,0,6129,0,0,0,84942,56366,4252,2500,1500,2000,500,1000,1000,0
28790,340000,2,1,1,36,0,6995,-1,14111,-1,12010,-1,-1,-1,4490,4834,17716,4834,17716,12636,14111,0,5666,0
28791,2.00E+05,2,3,1,42,0,400,-1,400,-2,0,-1,-1,-1,535,10468,0,10468,0,0,400,0,0,0
28792,180000,2,3,1,44,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
28793,50000,2,2,2,43,0,19536,0,19225,0,20903,0,0,0,24847,26043,26724,2000,2000,2020,2000,1000,800,0
28794,80000,2,1,2,38,0,46995,0,49153,0,48482,0,0,0,77204,73940,47627,2938,1853,1708,1824,1704,1641,0
28795,160000,2,2,1,31,-2,0,-2,0,0,0,0,-1,-1,1133,31964,24805,31964,1003,0,0,0,0,0
28796,80000,2,2,1,48,0,24597,0,23359,0,52391,0,0,0,77627,80712,48428,5000,5000,5000,3000,2000,3000,0
28797,30000,2,1,2,37,-1,0,-1,528,-1,0,-1,-1,-1,264,264,264,264,264,0,528,0,0,1
28798,230000,2,1,2,42,-2,2536,-2,830,-2,108,-2,-2,-2,107,529,135,529,135,108,830,2536,0,0
28799,4.00E+05,2,2,2,42,0,53752,0,59247,-1,65207,-1,-1,-1,3608,4032,9885,4052,9939,65243,1239,5366,10435,0
28800,2.00E+05,2,3,2,42,2,11839,-1,11989,-1,-3903,-1,-1,1,-105,5237,2297,10000,2509,0,24000,0,27000,0
28801,20000,2,2,1,46,0,8829,0,8647,0,8479,0,0,2,5437,6602,7622,1264,1284,1141,309,321,322,1
28802,2.00E+05,2,1,1,38,-1,6787,-1,18517,-1,7311,-1,-1,-1,3824,6115,11950,6115,11950,7311,18567,6787,6653,0
28803,140000,2,1,2,34,0,11400,-1,6400,-2,0,-2,-1,-1,1500,0,0,0,0,0,6400,5000,1000,0
28804,360000,2,1,2,29,0,154290,0,134294,0,167029,0,0,0,270528,267435,193910,10256,12000,15273,15000,25000,12000,0
28805,360000,2,1,1,36,-2,-1,-2,-1,-2,-1,-2,-2,1,-1,-1,-1,0,0,0,0,0,0,0
28806,390000,2,5,2,45,0,212634,0,205750,0,167832,0,0,0,184547,179819,162571,6645,5782,7782,42393,10414,7422,0
28807,390000,2,1,2,41,-2,-13,-2,-13,-2,-13,-2,-2,-2,-13,-13,-13,0,0,0,0,0,13,1
28808,160000,2,3,1,35,0,7278,0,7278,-1,7736,-1,-1,-1,335,0,312,0,312,7736,0,0,1470,0
28809,340000,2,1,2,44,-2,2434,-2,11372,-2,12950,-2,-2,-2,2732,2183,4103,2183,4142,12950,11372,2434,2222,0
28810,280000,2,1,1,36,0,416,-1,59211,-1,416,-1,2,-1,832,416,416,0,416,416,59211,0,378,0
28811,5.00E+05,2,1,2,42,0,15826,-1,39095,-1,49305,-1,-1,-1,21179,51124,21138,51304,21138,49775,39095,0,0,0
28812,60000,2,1,2,46,0,23175,0,21196,0,20732,0,0,0,16017,30073,18385,22000,3000,3000,1000,3000,0,0
28813,420000,2,2,2,37,0,25065,0,20328,0,18801,0,0,0,14823,16367,17709,1800,1608,1700,2500,5065,1500,0
